ticker,sector,date,fundamental_score,technical_score,sentiment_score,price_now,price_future,label,vix_level,stock_beta,peg_ratio,rsi_14
MSFT,Technology,2026-02-20,66.0,,36.1,397.23,383.0,0,19.09,1.107,1.2478,
MSFT,Technology,2026-02-23,66.0,,43.1,384.47,371.04,0,21.01,1.107,1.2478,
MSFT,Technology,2026-02-24,66.0,,42.6,389.0,365.97,0,19.55,1.107,1.2478,
MSFT,Technology,2026-02-25,66.0,,46.6,400.6,356.77,0,17.93,1.107,1.2478,74.5
MSFT,Technology,2026-02-26,66.0,,48.6,401.72,370.17,0,18.63,1.107,1.2478,74.85
MSFT,Technology,2026-02-27,66.0,,46.1,392.74,370.17,0,19.86,1.107,1.2478,66.92
MSFT,Technology,2026-03-02,66.0,,52.1,398.55,369.37,0,21.44,1.107,1.2478,69.2
MSFT,Technology,2026-03-03,66.0,,52.1,403.93,373.46,0,23.57,1.107,1.2478,71.17
MSFT,Technology,2026-03-04,66.0,,50.9,405.2,372.88,0,21.15,1.107,1.2478,71.63
MSFT,Technology,2026-03-05,66.0,75.4,51.3,410.68,372.88,0,23.75,1.107,1.2478,73.6
MSFT,Technology,2026-03-06,66.0,75.1,52.8,408.96,372.88,0,29.49,1.107,1.2478,71.91
MSFT,Technology,2026-03-09,66.0,75.5,53.2,409.41,374.33,0,25.5,1.107,1.2478,72.09
MSFT,Technology,2026-03-10,66.0,71.9,54.2,405.76,373.07,0,24.93,1.107,1.2478,68.27
MSFT,Technology,2026-03-11,66.0,69.9,47.8,404.88,370.87,0,24.23,1.107,1.2478,67.34
MSFT,Technology,2026-03-12,66.0,64.5,46.5,401.86,384.37,0,27.29,1.107,1.2478,64.12
MSFT,Technology,2026-03-13,66.0,52.6,47.2,395.55,384.37,0,27.19,1.107,1.2478,57.9
GOOGL,Technology,2026-02-05,69.7,,39.1,329.73,306.36,0,21.77,1.128,0.991,
GOOGL,Technology,2026-02-06,69.7,,47.5,322.86,306.36,0,20.37,1.128,0.991,
GOOGL,Technology,2026-02-09,69.7,,47.6,324.32,308.7,0,17.36,1.128,0.991,
GOOGL,Technology,2026-02-10,69.7,,44.0,318.58,303.55,0,17.79,1.128,0.991,
GOOGL,Technology,2026-02-11,69.7,,45.6,310.96,302.28,0,17.65,1.128,0.991,
GOOGL,Technology,2026-02-12,69.7,,45.2,309.0,305.56,0,20.82,1.128,0.991,
GOOGL,Technology,2026-02-13,69.7,,49.6,305.72,305.56,0,20.6,1.128,0.991,
GOOGL,Technology,2026-02-17,69.7,,35.8,302.02,307.13,1,20.29,1.128,0.991,
GOOGL,Technology,2026-02-18,69.7,,39.9,303.33,301.0,0,19.62,1.128,0.991,
GOOGL,Technology,2026-02-19,69.7,,35.1,302.85,302.06,0,20.23,1.128,0.991,
GOOGL,Technology,2026-02-20,69.7,,40.0,314.98,302.06,0,19.09,1.128,0.991,
GOOGL,Technology,2026-02-23,69.7,,46.7,311.49,290.93,0,21.01,1.128,0.991,
GOOGL,Technology,2026-02-24,69.7,,46.6,310.9,280.92,0,19.55,1.128,0.991,
GOOGL,Technology,2026-02-25,69.7,,51.1,312.9,274.34,0,17.93,1.128,0.991,19.29
GOOGL,Technology,2026-02-26,69.7,,48.5,307.38,287.56,0,18.63,1.128,0.991,17.75
GOOGL,Technology,2026-02-27,69.7,,50.9,311.76,287.56,0,19.86,1.128,0.991,22.99
GOOGL,Technology,2026-03-02,69.7,,43.3,306.52,297.39,0,21.44,1.128,0.991,21.25
GOOGL,Technology,2026-03-03,69.7,,39.1,303.58,295.77,0,23.57,1.128,0.991,20.32
GOOGL,Technology,2026-03-04,69.7,,41.9,303.13,299.99,0,21.15,1.128,0.991,20.17
GOOGL,Technology,2026-03-05,69.7,27.3,40.6,300.88,299.99,0,23.75,1.128,0.991,19.42
GOOGL,Technology,2026-03-06,69.7,25.3,37.5,298.52,299.99,1,29.49,1.128,0.991,18.64
GOOGL,Technology,2026-03-09,69.7,37.2,40.7,306.36,317.32,1,25.5,1.128,0.991,28.89
GOOGL,Technology,2026-03-10,69.7,42.9,43.6,307.04,318.49,1,24.93,1.128,0.991,29.72
GOOGL,Technology,2026-03-11,69.7,48.9,47.2,308.7,317.24,1,24.23,1.128,0.991,31.8
GOOGL,Technology,2026-03-12,69.7,43.1,46.9,303.55,321.31,1,27.29,1.128,0.991,28.93
GOOGL,Technology,2026-03-13,69.7,41.2,44.3,302.28,321.31,1,27.19,1.128,0.991,28.26
ADANIENT.NS,Multiple,2026-02-06,44.9,,32.8,2226.4,2002.1,0,20.37,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-09,44.9,,56.1,2251.2,1973.9,0,17.36,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-10,44.9,,32.7,2227.3,2004.4,0,17.79,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-11,44.9,,27.3,2234.3,1961.1,0,17.65,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-12,44.9,,29.3,2209.3,1978.0,0,20.82,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-13,44.9,,29.4,2136.6,1978.0,0,20.6,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-16,44.9,,24.3,2183.1,2004.3,0,20.6,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-17,44.9,,33.2,2244.7,1936.4,0,20.29,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-18,44.9,,49.8,2212.3,1927.1,0,19.62,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-19,44.9,,60.9,2155.9,1833.0,0,20.23,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-20,44.9,,68.1,2160.8,1833.0,0,19.09,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-23,44.9,,75.0,2187.0,1886.6,0,21.01,0.542,0.002,
ADANIENT.NS,Multiple,2026-02-25,44.9,,81.2,2237.2,1823.0,0,17.93,0.542,0.002,69.33
ADANIENT.NS,Multiple,2026-02-26,44.9,,65.8,2215.2,1758.8,0,18.63,0.542,0.002,65.62
ADANIENT.NS,Multiple,2026-03-02,44.9,,59.1,2124.6,1842.5,0,21.44,0.542,0.002,52.72
ADANIENT.NS,Multiple,2026-03-04,44.9,,65.1,2076.5,1902.2,0,21.15,0.542,0.002,47.18
ADANIENT.NS,Multiple,2026-03-09,44.9,20.0,95.1,2002.1,2043.8,1,25.5,0.542,0.002,39.71
ADANIENT.NS,Multiple,2026-03-10,44.9,19.8,90.5,1996.0,2040.5,1,24.93,0.542,0.002,39.14
ADANIENT.NS,Multiple,2026-03-11,44.9,18.5,90.5,1973.9,2086.8,1,24.23,0.542,0.002,37.07
ADANIENT.NS,Multiple,2026-03-12,44.9,21.0,87.5,2004.4,2129.0,1,27.29,0.542,0.002,41.66
RELIANCE.NS,Multiple,2026-02-06,36.0,,81.8,1450.8,1422.7,0,20.37,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-09,36.0,,75.6,1461.1,1390.8,0,17.36,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-10,36.0,,76.4,1456.4,1390.5,0,17.79,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-11,36.0,,80.4,1469.0,1380.7,0,17.65,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-12,36.0,,79.7,1448.6,1395.1,0,20.82,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-13,36.0,,74.2,1419.6,1395.1,0,20.6,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-16,36.0,,74.8,1436.4,1406.9,0,20.6,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-17,36.0,,74.5,1422.6,1385.7,0,20.29,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-18,36.0,,74.1,1441.5,1414.4,0,19.62,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-19,36.0,,71.1,1408.5,1407.8,0,20.23,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-20,36.0,,73.2,1419.4,1407.8,0,19.09,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-23,36.0,,78.0,1429.0,1413.1,0,21.01,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-24,36.0,,79.2,1430.0,1348.1,0,19.55,0.22,35.6106,
RELIANCE.NS,Multiple,2026-02-25,36.0,,78.1,1398.7,1348.1,0,17.93,0.22,35.6106,53.25
RELIANCE.NS,Multiple,2026-02-26,36.0,,80.1,1406.4,1343.9,0,18.63,0.22,35.6106,55.12
RELIANCE.NS,Multiple,2026-02-27,36.0,,82.4,1393.9,1343.9,0,19.86,0.22,35.6106,51.52
RELIANCE.NS,Multiple,2026-03-02,36.0,,74.6,1358.0,1369.2,1,21.44,0.22,35.6106,42.88
RELIANCE.NS,Multiple,2026-03-04,36.0,,71.4,1340.5,1304.7,0,21.15,0.22,35.6106,39.4
RELIANCE.NS,Multiple,2026-03-05,36.0,,64.5,1389.7,1304.7,0,23.75,0.22,35.6106,51.34
RELIANCE.NS,Multiple,2026-03-06,36.0,45.9,59.2,1404.8,1304.7,0,29.49,0.22,35.6106,54.31
RELIANCE.NS,Multiple,2026-03-09,36.0,63.5,46.1,1422.7,1347.8,0,25.5,0.22,35.6106,57.62
RELIANCE.NS,Multiple,2026-03-10,36.0,57.7,50.9,1408.5,1330.0,0,24.93,0.22,35.6106,54.26
RELIANCE.NS,Multiple,2026-03-11,36.0,46.2,46.8,1390.8,1350.2,0,24.23,0.22,35.6106,50.33
RELIANCE.NS,Multiple,2026-03-12,36.0,46.9,45.4,1390.5,1315.1,0,27.29,0.22,35.6106,50.26
RELIANCE.NS,Multiple,2026-03-13,36.0,42.6,47.8,1380.7,1315.1,0,27.19,0.22,35.6106,48.03
META,Technology,2026-02-06,60.2,,36.8,661.46,647.39,0,20.37,1.309,2.637,
META,Technology,2026-02-09,60.2,,38.1,677.22,654.86,0,17.36,1.309,2.637,
META,Technology,2026-02-10,60.2,,38.5,670.72,638.18,0,17.79,1.309,2.637,
META,Technology,2026-02-11,60.2,,37.5,668.69,613.71,0,17.65,1.309,2.637,
META,Technology,2026-02-12,60.2,,35.3,649.81,627.45,0,20.82,1.309,2.637,
META,Technology,2026-02-13,60.2,,35.1,639.77,627.45,0,20.6,1.309,2.637,
META,Technology,2026-02-17,60.2,,38.9,639.29,606.7,0,20.29,1.309,2.637,
META,Technology,2026-02-18,60.2,,39.6,643.22,593.66,0,19.62,1.309,2.637,
META,Technology,2026-02-19,60.2,,40.9,644.78,604.06,0,20.23,1.309,2.637,
META,Technology,2026-02-20,60.2,,41.0,655.66,604.06,0,19.09,1.309,2.637,
META,Technology,2026-02-23,60.2,,41.0,637.25,594.89,0,21.01,1.309,2.637,
META,Technology,2026-02-24,60.2,,41.8,639.3,547.54,0,19.55,1.309,2.637,
META,Technology,2026-02-25,60.2,,42.1,653.69,525.72,0,17.93,1.309,2.637,
META,Technology,2026-02-26,60.2,,43.5,657.01,572.13,0,18.63,1.309,2.637,77.98
META,Technology,2026-02-27,60.2,,41.9,648.18,572.13,0,19.86,1.309,2.637,73.47
META,Technology,2026-03-02,60.2,,45.3,653.56,579.23,0,21.44,1.309,2.637,74.44
META,Technology,2026-03-03,60.2,,45.4,655.08,574.46,0,23.57,1.309,2.637,74.72
META,Technology,2026-03-04,60.2,,47.1,667.73,573.02,0,21.15,1.309,2.637,76.99
META,Technology,2026-03-05,60.2,,45.0,660.57,573.02,0,23.75,1.309,2.637,73.0
META,Technology,2026-03-06,60.2,59.7,40.7,644.86,573.02,0,29.49,1.309,2.637,65.03
META,Technology,2026-03-09,60.2,59.0,39.8,647.39,612.42,0,25.5,1.309,2.637,65.68
META,Technology,2026-03-10,60.2,63.8,39.8,654.07,628.39,0,24.93,1.309,2.637,67.4
META,Technology,2026-03-11,60.2,65.1,39.7,654.86,629.86,0,24.23,1.309,2.637,67.61
META,Technology,2026-03-12,60.2,51.2,36.1,638.18,634.53,0,27.29,1.309,2.637,59.08
META,Technology,2026-03-13,60.2,34.8,34.3,613.71,634.53,1,27.19,1.309,2.637,49.26
NVDA,Semiconductors,2026-02-06,77.1,,24.8,185.41,182.65,0,20.37,2.335,0.4157,
NVDA,Semiconductors,2026-02-09,77.1,,34.7,190.04,186.03,0,17.36,2.335,0.4157,
NVDA,Semiconductors,2026-02-10,77.1,,42.3,188.54,183.14,0,17.79,2.335,0.4157,
NVDA,Semiconductors,2026-02-11,77.1,,48.3,190.05,180.25,0,17.65,2.335,0.4157,
NVDA,Semiconductors,2026-02-12,77.1,,53.1,186.94,183.22,0,20.82,2.335,0.4157,
NVDA,Semiconductors,2026-02-13,77.1,,54.7,182.81,183.22,1,20.6,2.335,0.4157,
NVDA,Semiconductors,2026-02-17,77.1,,52.4,184.97,178.56,0,20.29,2.335,0.4157,
NVDA,Semiconductors,2026-02-18,77.1,,52.1,187.98,172.93,0,19.62,2.335,0.4157,
NVDA,Semiconductors,2026-02-19,77.1,,51.0,187.9,175.64,0,20.23,2.335,0.4157,
NVDA,Semiconductors,2026-02-20,77.1,,48.4,189.82,175.64,0,19.09,2.335,0.4157,
NVDA,Semiconductors,2026-02-23,77.1,,51.6,191.55,178.68,0,21.01,2.335,0.4157,
NVDA,Semiconductors,2026-02-24,77.1,,50.8,192.85,171.24,0,19.55,2.335,0.4157,
NVDA,Semiconductors,2026-02-25,77.1,,54.8,195.56,167.52,0,17.93,2.335,0.4157,
NVDA,Semiconductors,2026-02-26,77.1,,48.2,184.89,174.4,0,18.63,2.335,0.4157,70.8
NVDA,Semiconductors,2026-02-27,77.1,,49.3,177.19,174.4,0,19.86,2.335,0.4157,61.11
NVDA,Semiconductors,2026-03-02,77.1,,47.5,182.48,175.75,0,21.44,2.335,0.4157,64.69
NVDA,Semiconductors,2026-03-03,77.1,,47.6,180.05,177.39,0,23.57,2.335,0.4157,61.87
NVDA,Semiconductors,2026-03-04,77.1,,49.1,183.04,177.64,0,21.15,2.335,0.4157,63.95
NVDA,Semiconductors,2026-03-05,77.1,,47.7,183.34,177.64,0,23.75,2.335,0.4157,64.16
NVDA,Semiconductors,2026-03-06,77.1,33.3,53.0,177.82,177.64,0,29.49,2.335,0.4157,57.49
NVDA,Semiconductors,2026-03-09,77.1,40.6,50.5,182.65,182.08,0,25.5,2.335,0.4157,61.28
NVDA,Semiconductors,2026-03-10,77.1,48.0,54.0,184.77,183.91,0,24.93,2.335,0.4157,62.85
NVDA,Semiconductors,2026-03-11,77.1,55.9,56.2,186.03,188.63,1,24.23,2.335,0.4157,63.79
NVDA,Semiconductors,2026-03-12,77.1,50.1,50.9,183.14,189.31,1,27.29,2.335,0.4157,60.04
NVDA,Semiconductors,2026-03-13,77.1,41.0,51.8,180.25,189.31,1,27.19,2.335,0.4157,56.47
AMD,Semiconductors,2026-02-06,64.8,,42.2,208.44,202.68,0,20.37,1.963,0.4458,
AMD,Semiconductors,2026-02-09,64.8,,55.2,216.0,204.83,0,17.36,1.963,0.4458,
AMD,Semiconductors,2026-02-10,64.8,,56.8,213.57,197.74,0,17.79,1.963,0.4458,
AMD,Semiconductors,2026-02-11,64.8,,58.4,213.58,193.39,0,17.65,1.963,0.4458,
AMD,Semiconductors,2026-02-12,64.8,,58.3,205.94,196.58,0,20.82,1.963,0.4458,
AMD,Semiconductors,2026-02-13,64.8,,59.3,207.32,196.58,0,20.6,1.963,0.4458,
AMD,Semiconductors,2026-02-17,64.8,,58.3,203.08,205.27,1,20.29,1.963,0.4458,
AMD,Semiconductors,2026-02-18,64.8,,58.0,200.12,201.33,1,19.62,1.963,0.4458,
AMD,Semiconductors,2026-02-19,64.8,,58.5,203.37,202.68,0,20.23,1.963,0.4458,
AMD,Semiconductors,2026-02-20,64.8,,58.8,200.15,202.68,1,19.09,1.963,0.4458,
AMD,Semiconductors,2026-02-23,64.8,,55.5,196.6,220.27,1,21.01,1.963,0.4458,
AMD,Semiconductors,2026-02-24,64.8,,55.0,213.84,203.77,0,19.55,1.963,0.4458,
AMD,Semiconductors,2026-02-25,64.8,,57.4,210.86,201.99,0,17.93,1.963,0.4458,
AMD,Semiconductors,2026-02-26,64.8,,57.0,203.68,203.43,0,18.63,1.963,0.4458,71.38
AMD,Semiconductors,2026-02-27,64.8,,56.1,200.21,203.43,1,19.86,1.963,0.4458,68.41
AMD,Semiconductors,2026-03-02,64.8,,60.2,198.62,210.21,1,21.44,1.963,0.4458,67.03
AMD,Semiconductors,2026-03-03,64.8,,62.6,190.95,217.5,1,23.57,1.963,0.4458,60.68
AMD,Semiconductors,2026-03-04,64.8,,63.2,202.07,220.18,1,21.15,1.963,0.4458,65.75
AMD,Semiconductors,2026-03-05,64.8,,62.4,199.45,220.18,1,23.75,1.963,0.4458,63.67
AMD,Semiconductors,2026-03-06,64.8,31.8,61.5,192.43,220.18,1,29.49,1.963,0.4458,58.34
AMD,Semiconductors,2026-03-09,64.8,46.4,60.8,202.68,231.82,1,25.5,1.963,0.4458,63.18
AMD,Semiconductors,2026-03-10,64.8,54.0,61.8,203.23,236.64,1,24.93,1.963,0.4458,63.43
AMD,Semiconductors,2026-03-11,64.8,62.4,59.5,204.83,245.04,1,24.23,1.963,0.4458,64.18
AMD,Semiconductors,2026-03-12,64.8,47.7,60.2,197.74,246.83,1,27.29,1.963,0.4458,58.46
AMD,Semiconductors,2026-03-13,64.8,37.0,58.4,193.39,246.83,1,27.19,1.963,0.4458,55.21
INTC,Semiconductors,2026-02-06,22.0,,41.1,50.59,45.58,0,20.37,1.349,,
INTC,Semiconductors,2026-02-09,22.0,,51.5,50.24,47.98,0,17.36,1.349,,
INTC,Semiconductors,2026-02-10,22.0,,50.3,47.13,45.25,0,17.79,1.349,,
INTC,Semiconductors,2026-02-11,22.0,,50.7,48.29,45.77,0,17.65,1.349,,
INTC,Semiconductors,2026-02-12,22.0,,51.8,46.48,45.76,0,20.82,1.349,,
INTC,Semiconductors,2026-02-13,22.0,,53.4,46.79,45.76,0,20.6,1.349,,
INTC,Semiconductors,2026-02-17,22.0,,42.4,46.18,46.18,0,20.29,1.349,,
INTC,Semiconductors,2026-02-18,22.0,,43.8,45.46,43.87,0,19.62,1.349,,
INTC,Semiconductors,2026-02-19,22.0,,42.4,44.62,44.01,0,20.23,1.349,,
INTC,Semiconductors,2026-02-20,22.0,,36.0,44.11,44.01,0,19.09,1.349,,
INTC,Semiconductors,2026-02-23,22.0,,33.7,43.63,47.18,1,21.01,1.349,,
INTC,Semiconductors,2026-02-24,22.0,,37.7,46.12,44.1,0,19.55,1.349,,
INTC,Semiconductors,2026-02-25,22.0,,42.6,46.88,43.13,0,17.93,1.349,,
INTC,Semiconductors,2026-02-26,22.0,,40.1,45.46,44.13,0,18.63,1.349,,31.15
INTC,Semiconductors,2026-02-27,22.0,,40.1,45.61,44.13,0,19.86,1.349,,32.1
INTC,Semiconductors,2026-03-02,22.0,,38.8,45.5,48.03,1,21.44,1.349,,31.75
INTC,Semiconductors,2026-03-03,22.0,,39.5,43.1,50.38,1,23.57,1.349,,25.31
INTC,Semiconductors,2026-03-04,22.0,,39.5,45.58,50.78,1,21.15,1.349,,39.07
INTC,Semiconductors,2026-03-05,22.0,,32.5,45.95,50.78,1,23.75,1.349,,40.82
INTC,Semiconductors,2026-03-06,22.0,23.1,31.7,43.42,50.78,1,29.49,1.349,,33.69
INTC,Semiconductors,2026-03-09,22.0,39.9,35.7,45.58,58.95,1,25.5,1.349,,42.87
INTC,Semiconductors,2026-03-10,22.0,58.5,39.9,46.78,61.72,1,24.93,1.349,,47.24
INTC,Semiconductors,2026-03-11,22.0,66.4,44.9,47.98,62.38,1,24.23,1.349,,51.25
INTC,Semiconductors,2026-03-12,22.0,46.1,41.3,45.25,65.18,1,27.29,1.349,,43.2
INTC,Semiconductors,2026-03-13,22.0,51.4,45.7,45.77,65.18,1,27.19,1.349,,44.97
TSM,Semiconductors,2026-02-06,70.8,,62.8,348.85,348.7,0,20.37,1.251,1.0469,
TSM,Semiconductors,2026-02-09,70.8,,61.9,355.41,354.56,0,17.36,1.251,1.0469,
TSM,Semiconductors,2026-02-10,70.8,,61.6,361.91,336.71,0,17.79,1.251,1.0469,
TSM,Semiconductors,2026-02-11,70.8,,66.9,374.09,338.31,0,17.65,1.251,1.0469,
TSM,Semiconductors,2026-02-12,70.8,,66.7,368.1,340.23,0,20.82,1.251,1.0469,
TSM,Semiconductors,2026-02-13,70.8,,67.4,366.36,340.23,0,20.6,1.251,1.0469,
TSM,Semiconductors,2026-02-17,70.8,,67.4,364.2,338.79,0,20.29,1.251,1.0469,
TSM,Semiconductors,2026-02-18,70.8,,66.3,362.26,329.24,0,19.62,1.251,1.0469,
TSM,Semiconductors,2026-02-19,70.8,,62.9,360.39,338.45,0,20.23,1.251,1.0469,
TSM,Semiconductors,2026-02-20,70.8,,61.0,370.54,338.45,0,19.09,1.251,1.0469,
TSM,Semiconductors,2026-02-23,70.8,,61.6,370.04,347.75,0,21.01,1.251,1.0469,
TSM,Semiconductors,2026-02-24,70.8,,65.2,385.75,326.11,0,19.55,1.251,1.0469,
TSM,Semiconductors,2026-02-25,70.8,,70.1,387.73,326.74,0,17.93,1.251,1.0469,
TSM,Semiconductors,2026-02-26,70.8,,69.3,376.81,337.95,0,18.63,1.251,1.0469,78.34
TSM,Semiconductors,2026-02-27,70.8,,68.2,374.58,337.95,0,19.86,1.251,1.0469,76.27
TSM,Semiconductors,2026-03-02,70.8,,65.0,369.11,341.49,0,21.44,1.251,1.0469,71.3
TSM,Semiconductors,2026-03-03,70.8,,58.1,353.13,339.04,0,23.57,1.251,1.0469,59.16
TSM,Semiconductors,2026-03-04,70.8,,56.7,357.44,341.76,0,21.15,1.251,1.0469,61.08
TSM,Semiconductors,2026-03-05,70.8,,52.1,353.86,341.76,0,23.75,1.251,1.0469,58.61
TSM,Semiconductors,2026-03-06,70.8,25.9,54.3,338.89,341.76,1,29.49,1.251,1.0469,49.58
TSM,Semiconductors,2026-03-09,70.8,31.2,42.7,348.7,365.9,1,25.5,1.251,1.0469,54.53
TSM,Semiconductors,2026-03-10,70.8,29.1,45.5,347.09,365.49,1,24.93,1.251,1.0469,53.6
TSM,Semiconductors,2026-03-11,70.8,35.4,52.3,354.56,370.6,1,24.23,1.251,1.0469,57.24
TSM,Semiconductors,2026-03-12,70.8,22.7,47.4,336.71,369.57,1,27.29,1.251,1.0469,47.62
TSM,Semiconductors,2026-03-13,70.8,23.3,46.3,338.31,369.57,1,27.19,1.251,1.0469,48.46
ASML.AS,Semiconductor Equipment,2026-02-09,52.9,,48.8,1186.2,1177.8,0,17.36,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-10,52.9,,53.4,1209.2,1194.2,0,17.79,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-11,52.9,,62.8,1184.2,1179.6,0,17.65,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-12,52.9,,62.8,1209.8,1175.6,0,20.82,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-13,52.9,,57.1,1190.4,1175.6,0,20.6,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-16,52.9,,59.4,1195.6,1218.2,1,20.6,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-17,52.9,,63.4,1179.0,1148.8,0,20.29,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-18,52.9,,67.7,1213.8,1128.2,0,19.62,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-19,52.9,,57.9,1231.4,1109.8,0,20.23,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-20,52.9,,55.8,1255.6,1109.8,0,19.09,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-23,52.9,,50.7,1227.8,1226.8,0,21.01,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-24,52.9,,46.4,1259.6,1169.2,0,19.55,1.382,7.224,
ASML.AS,Semiconductor Equipment,2026-02-25,52.9,,46.2,1280.2,1146.4,0,17.93,1.382,7.224,56.85
